"cidr","hostmin","hostmax","vendor"
"40.79.189.96/28","40.79.189.96","40.79.189.111","Azure"
"40.79.189.128/25","40.79.189.128","40.79.189.255","Azure"
"40.79.190.0/25","40.79.190.0","40.79.190.127","Azure"
"40.79.192.0/21","40.79.192.0","40.79.199.255","Azure"
"40.79.192.0/27","40.79.192.0","40.79.192.31","Azure"
"40.79.193.0/27","40.79.193.0","40.79.193.31","Azure"
"40.79.194.0/27","40.79.194.0","40.79.194.31","Azure"
"40.79.194.32/27","40.79.194.32","40.79.194.63","Azure"
"40.79.194.64/28","40.79.194.64","40.79.194.79","Azure"
"40.79.194.80/29","40.79.194.80","40.79.194.87","Azure"
"40.79.194.88/29","40.79.194.88","40.79.194.95","Azure"
"40.79.194.96/29","40.79.194.96","40.79.194.103","Azure"
"40.79.194.104/29","40.79.194.104","40.79.194.111","Azure"
"40.79.194.112/29","40.79.194.112","40.79.194.119","Azure"
"40.79.194.120/29","40.79.194.120","40.79.194.127","Azure"
"40.79.194.128/26","40.79.194.128","40.79.194.191","Azure"
"40.79.194.192/26","40.79.194.192","40.79.194.255","Azure"
"40.79.195.0/27","40.79.195.0","40.79.195.31","Azure"
"40.79.195.32/27","40.79.195.32","40.79.195.63","Azure"
"40.79.195.64/26","40.79.195.64","40.79.195.127","Azure"
"40.79.195.128/27","40.79.195.128","40.79.195.159","Azure"
"40.79.195.160/28","40.79.195.160","40.79.195.175","Azure"
"40.79.195.176/28","40.79.195.176","40.79.195.191","Azure"
"40.79.195.192/27","40.79.195.192","40.79.195.223","Azure"
"40.79.195.224/28","40.79.195.224","40.79.195.239","Azure"
"40.79.195.240/28","40.79.195.240","40.79.195.255","Azure"
"40.79.197.0/27","40.79.197.0","40.79.197.31","Azure"
"40.79.197.32/31","40.79.197.32","40.79.197.33","Azure"
"40.79.197.36/30","40.79.197.36","40.79.197.39","Azure"
"40.79.197.48/28","40.79.197.48","40.79.197.63","Azure"
"40.79.197.128/25","40.79.197.128","40.79.197.255","Azure"
"40.79.198.0/23","40.79.198.0","40.79.199.255","Azure"
"40.79.201.0/24","40.79.201.0","40.79.201.255","Azure"
"40.79.202.0/24","40.79.202.0","40.79.202.255","Azure"
"40.79.203.0/24","40.79.203.0","40.79.203.255","Azure"
"40.79.208.0/24","40.79.208.0","40.79.208.255","Azure"
"40.79.209.0/24","40.79.209.0","40.79.209.255","Azure"
"40.79.210.0/24","40.79.210.0","40.79.210.255","Azure"
"40.79.211.0/24","40.79.211.0","40.79.211.255","Azure"
"40.79.212.0/24","40.79.212.0","40.79.212.255","Azure"
"40.79.213.0/24","40.79.213.0","40.79.213.255","Azure"
"40.79.214.0/24","40.79.214.0","40.79.214.255","Azure"
"40.79.215.0/24","40.79.215.0","40.79.215.255","Azure"
"40.79.216.0/24","40.79.216.0","40.79.216.255","Azure"
"40.79.217.0/24","40.79.217.0","40.79.217.255","Azure"
"40.79.218.0/24","40.79.218.0","40.79.218.255","Azure"
"40.79.219.0/24","40.79.219.0","40.79.219.255","Azure"
"40.79.220.0/24","40.79.220.0","40.79.220.255","Azure"
"40.79.221.0/24","40.79.221.0","40.79.221.255","Azure"
"40.79.222.0/24","40.79.222.0","40.79.222.255","Azure"
"40.79.223.0/24","40.79.223.0","40.79.223.255","Azure"
"40.79.232.0/21","40.79.232.0","40.79.239.255","Azure"
"40.79.240.0/20","40.79.240.0","40.79.255.255","Azure"
"40.80.0.0/22","40.80.0.0","40.80.3.255","Azure"
"40.80.4.0/22","40.80.4.0","40.80.7.255","Azure"
"40.80.12.0/22","40.80.12.0","40.80.15.255","Azure"
"40.80.16.0/22","40.80.16.0","40.80.19.255","Azure"
"40.80.20.0/22","40.80.20.0","40.80.23.255","Azure"
"40.80.24.0/22","40.80.24.0","40.80.27.255","Azure"
"40.80.28.0/22","40.80.28.0","40.80.31.255","Azure"
"40.80.32.0/22","40.80.32.0","40.80.35.255","Azure"
"40.80.36.0/22","40.80.36.0","40.80.39.255","Azure"
"40.80.40.0/22","40.80.40.0","40.80.43.255","Azure"
"40.80.44.0/22","40.80.44.0","40.80.47.255","Azure"
"40.80.48.0/21","40.80.48.0","40.80.55.255","Azure"
"40.80.48.0/27","40.80.48.0","40.80.48.31","Azure"
"40.80.49.0/27","40.80.49.0","40.80.49.31","Azure"
"40.80.50.0/26","40.80.50.0","40.80.50.63","Azure"
"40.80.50.64/26","40.80.50.64","40.80.50.127","Azure"
"40.80.50.128/29","40.80.50.128","40.80.50.135","Azure"
"40.80.50.136/29","40.80.50.136","40.80.50.143","Azure"
"40.80.50.144/29","40.80.50.144","40.80.50.151","Azure"
"40.80.50.152/29","40.80.50.152","40.80.50.159","Azure"
"40.80.50.160/27","40.80.50.160","40.80.50.191","Azure"
"40.80.50.192/27","40.80.50.192","40.80.50.223","Azure"
"40.80.50.224/27","40.80.50.224","40.80.50.255","Azure"
"40.80.51.0/27","40.80.51.0","40.80.51.31","Azure"
"40.80.51.32/27","40.80.51.32","40.80.51.63","Azure"
"40.80.51.64/28","40.80.51.64","40.80.51.79","Azure"
"40.80.51.80/29","40.80.51.80","40.80.51.87","Azure"
"40.80.51.88/29","40.80.51.88","40.80.51.95","Azure"
"40.80.51.96/28","40.80.51.96","40.80.51.111","Azure"
"40.80.51.112/28","40.80.51.112","40.80.51.127","Azure"
"40.80.51.128/27","40.80.51.128","40.80.51.159","Azure"
"40.80.51.160/28","40.80.51.160","40.80.51.175","Azure"
"40.80.51.176/28","40.80.51.176","40.80.51.191","Azure"
"40.80.51.192/26","40.80.51.192","40.80.51.255","Azure"
"40.80.53.0/31","40.80.53.0","40.80.53.1","Azure"
"40.80.53.4/30","40.80.53.4","40.80.53.7","Azure"
"40.80.53.16/28","40.80.53.16","40.80.53.31","Azure"
"40.80.56.0/21","40.80.56.0","40.80.63.255","Azure"
"40.80.56.64/30","40.80.56.64","40.80.56.67","Azure"
"40.80.56.68/30","40.80.56.68","40.80.56.71","Azure"
"40.80.56.72/29","40.80.56.72","40.80.56.79","Azure"
"40.80.56.80/28","40.80.56.80","40.80.56.95","Azure"
"40.80.56.96/29","40.80.56.96","40.80.56.103","Azure"
"40.80.56.104/29","40.80.56.104","40.80.56.111","Azure"
"40.80.56.112/29","40.80.56.112","40.80.56.119","Azure"
"40.80.56.120/31","40.80.56.120","40.80.56.121","Azure"
"40.80.56.122/31","40.80.56.122","40.80.56.123","Azure"
"40.80.56.128/25","40.80.56.128","40.80.56.255","Azure"
"40.80.57.0/26","40.80.57.0","40.80.57.63","Azure"
"40.80.57.64/26","40.80.57.64","40.80.57.127","Azure"
"40.80.57.128/28","40.80.57.128","40.80.57.143","Azure"
"40.80.57.144/29","40.80.57.144","40.80.57.151","Azure"
"40.80.57.160/28","40.80.57.160","40.80.57.175","Azure"
"40.80.57.176/28","40.80.57.176","40.80.57.191","Azure"
"40.80.57.192/29","40.80.57.192","40.80.57.199","Azure"
"40.80.57.208/28","40.80.57.208","40.80.57.223","Azure"
"40.80.57.224/27","40.80.57.224","40.80.57.255","Azure"
"40.80.58.0/25","40.80.58.0","40.80.58.127","Azure"
"40.80.58.128/27","40.80.58.128","40.80.58.159","Azure"
"40.80.58.160/27","40.80.58.160","40.80.58.191","Azure"
"40.80.58.192/27","40.80.58.192","40.80.58.223","Azure"
"40.80.58.224/27","40.80.58.224","40.80.58.255","Azure"
"40.80.59.28/30","40.80.59.28","40.80.59.31","Azure"
"40.80.59.32/27","40.80.59.32","40.80.59.63","Azure"
"40.80.62.0/28","40.80.62.0","40.80.62.15","Azure"
"40.80.62.24/29","40.80.62.24","40.80.62.31","Azure"
"40.80.62.32/28","40.80.62.32","40.80.62.47","Azure"
"40.80.62.64/27","40.80.62.64","40.80.62.95","Azure"
"40.80.62.128/25","40.80.62.128","40.80.62.255","Azure"
"40.80.63.144/29","40.80.63.144","40.80.63.151","Azure"
"40.80.63.152/30","40.80.63.152","40.80.63.155","Azure"
"40.80.63.160/27","40.80.63.160","40.80.63.191","Azure"
"40.80.63.224/28","40.80.63.224","40.80.63.239","Azure"
"40.80.64.0/19","40.80.64.0","40.80.95.255","Azure"
"40.80.96.0/20","40.80.96.0","40.80.111.255","Azure"
"40.80.144.0/21","40.80.144.0","40.80.151.255","Azure"
"40.80.152.0/21","40.80.152.0","40.80.159.255","Azure"
"40.80.155.102/32","40.80.155.102","40.80.155.102","Azure"
"40.80.156.205/32","40.80.156.205","40.80.156.205","Azure"
"40.80.160.0/24","40.80.160.0","40.80.160.255","Azure"
"40.80.168.0/21","40.80.168.0","40.80.175.255","Azure"
"40.80.168.64/30","40.80.168.64","40.80.168.67","Azure"
"40.80.168.68/30","40.80.168.68","40.80.168.71","Azure"
"40.80.168.72/29","40.80.168.72","40.80.168.79","Azure"
"40.80.168.80/28","40.80.168.80","40.80.168.95","Azure"
"40.80.168.96/29","40.80.168.96","40.80.168.103","Azure"
"40.80.168.104/29","40.80.168.104","40.80.168.111","Azure"
"40.80.168.112/29","40.80.168.112","40.80.168.119","Azure"
"40.80.168.120/31","40.80.168.120","40.80.168.121","Azure"
"40.80.168.122/31","40.80.168.122","40.80.168.123","Azure"
"40.80.168.124/30","40.80.168.124","40.80.168.127","Azure"
"40.80.168.128/25","40.80.168.128","40.80.168.255","Azure"
"40.80.169.0/26","40.80.169.0","40.80.169.63","Azure"
"40.80.169.64/26","40.80.169.64","40.80.169.127","Azure"
"40.80.169.128/28","40.80.169.128","40.80.169.143","Azure"
"40.80.169.144/29","40.80.169.144","40.80.169.151","Azure"
"40.80.169.160/28","40.80.169.160","40.80.169.175","Azure"
"40.80.169.176/29","40.80.169.176","40.80.169.183","Azure"
"40.80.169.192/27","40.80.169.192","40.80.169.223","Azure"
"40.80.169.224/27","40.80.169.224","40.80.169.255","Azure"
"40.80.170.0/25","40.80.170.0","40.80.170.127","Azure"
"40.80.170.128/27","40.80.170.128","40.80.170.159","Azure"
"40.80.170.160/27","40.80.170.160","40.80.170.191","Azure"
"40.80.170.192/28","40.80.170.192","40.80.170.207","Azure"
"40.80.170.224/27","40.80.170.224","40.80.170.255","Azure"
"40.80.172.16/30","40.80.172.16","40.80.172.19","Azure"
"40.80.172.32/28","40.80.172.32","40.80.172.47","Azure"
"40.80.172.48/28","40.80.172.48","40.80.172.63","Azure"
"40.80.172.64/27","40.80.172.64","40.80.172.95","Azure"
"40.80.172.112/29","40.80.172.112","40.80.172.119","Azure"
"40.80.172.120/29","40.80.172.120","40.80.172.127","Azure"
"40.80.172.128/25","40.80.172.128","40.80.172.255","Azure"
"40.80.173.0/27","40.80.173.0","40.80.173.31","Azure"
"40.80.173.64/26","40.80.173.64","40.80.173.127","Azure"
"40.80.174.0/23","40.80.174.0","40.80.175.255","Azure"
"40.80.176.0/21","40.80.176.0","40.80.183.255","Azure"
"40.80.176.0/29","40.80.176.0","40.80.176.7","Azure"
"40.80.176.16/28","40.80.176.16","40.80.176.31","Azure"
"40.80.176.32/30","40.80.176.32","40.80.176.35","Azure"
"40.80.176.40/29","40.80.176.40","40.80.176.47","Azure"
"40.80.176.48/29","40.80.176.48","40.80.176.55","Azure"
"40.80.176.56/29","40.80.176.56","40.80.176.63","Azure"
"40.80.176.64/27","40.80.176.64","40.80.176.95","Azure"
"40.80.176.96/28","40.80.176.96","40.80.176.111","Azure"
"40.80.176.112/28","40.80.176.112","40.80.176.127","Azure"
"40.80.176.128/25","40.80.176.128","40.80.176.255","Azure"
"40.80.178.0/23","40.80.178.0","40.80.179.255","Azure"
"40.80.180.0/31","40.80.180.0","40.80.180.1","Azure"
"40.80.180.16/28","40.80.180.16","40.80.180.31","Azure"
"40.80.180.32/27","40.80.180.32","40.80.180.63","Azure"
"40.80.180.64/27","40.80.180.64","40.80.180.95","Azure"
"40.80.180.96/28","40.80.180.96","40.80.180.111","Azure"
"40.80.184.0/21","40.80.184.0","40.80.191.255","Azure"
"40.80.184.64/30","40.80.184.64","40.80.184.67","Azure"
"40.80.184.68/31","40.80.184.68","40.80.184.69","Azure"
"40.80.184.70/31","40.80.184.70","40.80.184.71","Azure"
"40.80.184.72/29","40.80.184.72","40.80.184.79","Azure"
"40.80.184.80/28","40.80.184.80","40.80.184.95","Azure"
"40.80.184.96/28","40.80.184.96","40.80.184.111","Azure"
"40.80.184.112/29","40.80.184.112","40.80.184.119","Azure"
"40.80.184.120/29","40.80.184.120","40.80.184.127","Azure"
"40.80.185.0/24","40.80.185.0","40.80.185.255","Azure"
"40.80.186.0/25","40.80.186.0","40.80.186.127","Azure"
"40.80.186.128/26","40.80.186.128","40.80.186.191","Azure"
"40.80.186.192/26","40.80.186.192","40.80.186.255","Azure"
"40.80.188.0/28","40.80.188.0","40.80.188.15","Azure"
"40.80.188.16/29","40.80.188.16","40.80.188.23","Azure"
"40.80.188.24/29","40.80.188.24","40.80.188.31","Azure"
"40.80.188.32/28","40.80.188.32","40.80.188.47","Azure"
"40.80.188.48/28","40.80.188.48","40.80.188.63","Azure"
"40.80.188.64/27","40.80.188.64","40.80.188.95","Azure"
"40.80.188.96/28","40.80.188.96","40.80.188.111","Azure"
"40.80.188.112/28","40.80.188.112","40.80.188.127","Azure"
"40.80.188.128/25","40.80.188.128","40.80.188.255","Azure"
"40.80.189.0/24","40.80.189.0","40.80.189.255","Azure"
"40.80.190.0/25","40.80.190.0","40.80.190.127","Azure"
"40.80.190.128/27","40.80.190.128","40.80.190.159","Azure"
"40.80.190.160/27","40.80.190.160","40.80.190.191","Azure"
"40.80.190.192/27","40.80.190.192","40.80.190.223","Azure"
"40.80.190.224/27","40.80.190.224","40.80.190.255","Azure"
"40.80.191.0/25","40.80.191.0","40.80.191.127","Azure"
"40.80.191.200/30","40.80.191.200","40.80.191.203","Azure"
"40.80.191.224/28","40.80.191.224","40.80.191.239","Azure"
"40.80.191.240/28","40.80.191.240","40.80.191.255","Azure"
"40.80.192.0/19","40.80.192.0","40.80.223.255","Azure"
"40.80.216.231/32","40.80.216.231","40.80.216.231","Azure"
"40.80.217.38/32","40.80.217.38","40.80.217.38","Azure"
"40.80.219.46/32","40.80.219.46","40.80.219.46","Azure"
"40.80.219.49/32","40.80.219.49","40.80.219.49","Azure"
"40.80.220.215/32","40.80.220.215","40.80.220.215","Azure"
"40.80.220.246/32","40.80.220.246","40.80.220.246","Azure"
"40.80.221.77/32","40.80.221.77","40.80.221.77","Azure"
"40.80.222.91/32","40.80.222.91","40.80.222.91","Azure"
"40.80.222.197/32","40.80.222.197","40.80.222.197","Azure"
"40.80.224.0/20","40.80.224.0","40.80.239.255","Azure"
"40.80.232.185/32","40.80.232.185","40.80.232.185","Azure"
"40.80.234.9/32","40.80.234.9","40.80.234.9","Azure"
"40.80.236.192/27","40.80.236.192","40.80.236.223","Azure"
"40.80.240.0/20","40.80.240.0","40.80.255.255","Azure"
"40.80.250.168/32","40.80.250.168","40.80.250.168","Azure"
"40.80.255.12/32","40.80.255.12","40.80.255.12","Azure"
"40.81.0.0/20","40.81.0.0","40.81.15.255","Azure"
"40.81.9.100/32","40.81.9.100","40.81.9.100","Azure"
"40.81.9.131/32","40.81.9.131","40.81.9.131","Azure"
"40.81.9.203/32","40.81.9.203","40.81.9.203","Azure"
"40.81.9.209/32","40.81.9.209","40.81.9.209","Azure"
"40.81.9.213/32","40.81.9.213","40.81.9.213","Azure"
"40.81.9.221/32","40.81.9.221","40.81.9.221","Azure"
"40.81.10.36/32","40.81.10.36","40.81.10.36","Azure"
"40.81.12.133/32","40.81.12.133","40.81.12.133","Azure"
"40.81.15.8/32","40.81.15.8","40.81.15.8","Azure"
"40.81.15.39/32","40.81.15.39","40.81.15.39","Azure"
"40.81.16.0/20","40.81.16.0","40.81.31.255","Azure"
"40.81.27.228/32","40.81.27.228","40.81.27.228","Azure"
"40.81.28.50/32","40.81.28.50","40.81.28.50","Azure"
"40.81.29.152/32","40.81.29.152","40.81.29.152","Azure"
"40.81.32.0/20","40.81.32.0","40.81.47.255","Azure"
"40.81.43.47/32","40.81.43.47","40.81.43.47","Azure"
"40.81.47.216/32","40.81.47.216","40.81.47.216","Azure"
"40.81.48.0/20","40.81.48.0","40.81.63.255","Azure"
"40.81.56.80/32","40.81.56.80","40.81.56.80","Azure"
"40.81.56.122/32","40.81.56.122","40.81.56.122","Azure"
"40.81.57.138/32","40.81.57.138","40.81.57.138","Azure"
"40.81.57.141/32","40.81.57.141","40.81.57.141","Azure"
"40.81.57.144/32","40.81.57.144","40.81.57.144","Azure"
"40.81.57.157/32","40.81.57.157","40.81.57.157","Azure"
"40.81.57.164/32","40.81.57.164","40.81.57.164","Azure"
"40.81.57.169/32","40.81.57.169","40.81.57.169","Azure"
"40.81.58.180/32","40.81.58.180","40.81.58.180","Azure"
"40.81.58.184/32","40.81.58.184","40.81.58.184","Azure"
"40.81.58.193/32","40.81.58.193","40.81.58.193","Azure"
"40.81.58.225/32","40.81.58.225","40.81.58.225","Azure"
"40.81.59.4/32","40.81.59.4","40.81.59.4","Azure"
"40.81.59.90/32","40.81.59.90","40.81.59.90","Azure"
"40.81.59.93/32","40.81.59.93","40.81.59.93","Azure"
"40.81.62.162/32","40.81.62.162","40.81.62.162","Azure"
"40.81.62.179/32","40.81.62.179","40.81.62.179","Azure"
"40.81.62.193/32","40.81.62.193","40.81.62.193","Azure"
"40.81.62.199/32","40.81.62.199","40.81.62.199","Azure"
"40.81.62.206/32","40.81.62.206","40.81.62.206","Azure"
"40.81.62.209/32","40.81.62.209","40.81.62.209","Azure"
"40.81.62.212/32","40.81.62.212","40.81.62.212","Azure"
"40.81.62.220/30","40.81.62.220","40.81.62.223","Azure"
"40.81.62.224/32","40.81.62.224","40.81.62.224","Azure"
"40.81.62.255/32","40.81.62.255","40.81.62.255","Azure"
"40.81.63.1/32","40.81.63.1","40.81.63.1","Azure"
"40.81.63.2/32","40.81.63.2","40.81.63.2","Azure"
"40.81.63.4/31","40.81.63.4","40.81.63.5","Azure"
"40.81.63.7/32","40.81.63.7","40.81.63.7","Azure"
"40.81.63.8/32","40.81.63.8","40.81.63.8","Azure"
"40.81.63.235/32","40.81.63.235","40.81.63.235","Azure"
"40.81.63.245/32","40.81.63.245","40.81.63.245","Azure"
"40.81.63.248/32","40.81.63.248","40.81.63.248","Azure"
"40.81.64.0/20","40.81.64.0","40.81.79.255","Azure"
"40.81.72.110/32","40.81.72.110","40.81.72.110","Azure"
"40.81.80.0/20","40.81.80.0","40.81.95.255","Azure"
"40.81.88.112/32","40.81.88.112","40.81.88.112","Azure"
"40.81.89.24/32","40.81.89.24","40.81.89.24","Azure"
"40.81.89.242/32","40.81.89.242","40.81.89.242","Azure"
"40.81.93.240/28","40.81.93.240","40.81.93.255","Azure"
"40.81.94.172/32","40.81.94.172","40.81.94.172","Azure"
"40.81.94.182/32","40.81.94.182","40.81.94.182","Azure"
"40.81.95.128/28","40.81.95.128","40.81.95.143","Azure"
"40.81.96.0/20","40.81.96.0","40.81.111.255","Azure"
"40.81.112.0/20","40.81.112.0","40.81.127.255","Azure"
"40.81.120.13/32","40.81.120.13","40.81.120.13","Azure"
"40.81.120.24/31","40.81.120.24","40.81.120.25","Azure"
"40.81.120.97/32","40.81.120.97","40.81.120.97","Azure"
"40.81.120.187/32","40.81.120.187","40.81.120.187","Azure"
"40.81.120.191/32","40.81.120.191","40.81.120.191","Azure"
"40.81.120.192/32","40.81.120.192","40.81.120.192","Azure"
"40.81.121.66/32","40.81.121.66","40.81.121.66","Azure"
"40.81.121.76/32","40.81.121.76","40.81.121.76","Azure"
"40.81.121.78/32","40.81.121.78","40.81.121.78","Azure"
"40.81.121.107/32","40.81.121.107","40.81.121.107","Azure"
"40.81.121.108/32","40.81.121.108","40.81.121.108","Azure"
"40.81.121.111/32","40.81.121.111","40.81.121.111","Azure"
"40.81.121.127/32","40.81.121.127","40.81.121.127","Azure"
"40.81.121.135/32","40.81.121.135","40.81.121.135","Azure"
"40.81.121.140/32","40.81.121.140","40.81.121.140","Azure"
"40.81.121.175/32","40.81.121.175","40.81.121.175","Azure"
"40.81.122.4/32","40.81.122.4","40.81.122.4","Azure"
"40.81.122.39/32","40.81.122.39","40.81.122.39","Azure"
"40.81.122.62/31","40.81.122.62","40.81.122.63","Azure"
"40.81.122.76/32","40.81.122.76","40.81.122.76","Azure"
"40.81.122.203/32","40.81.122.203","40.81.122.203","Azure"
"40.81.123.124/32","40.81.123.124","40.81.123.124","Azure"
"40.81.123.157/32","40.81.123.157","40.81.123.157","Azure"
"40.81.124.185/32","40.81.124.185","40.81.124.185","Azure"
"40.81.124.219/32","40.81.124.219","40.81.124.219","Azure"
"40.81.127.25/32","40.81.127.25","40.81.127.25","Azure"
"40.81.127.139/32","40.81.127.139","40.81.127.139","Azure"
"40.81.127.140/31","40.81.127.140","40.81.127.141","Azure"
"40.81.127.229/32","40.81.127.229","40.81.127.229","Azure"
"40.81.127.230/32","40.81.127.230","40.81.127.230","Azure"
"40.81.127.239/32","40.81.127.239","40.81.127.239","Azure"
"40.81.128.0/19","40.81.128.0","40.81.159.255","Azure"
"40.81.152.126/32","40.81.152.126","40.81.152.126","Azure"
"40.81.152.171/32","40.81.152.171","40.81.152.171","Azure"
"40.81.152.172/32","40.81.152.172","40.81.152.172","Azure"
"40.81.154.254/32","40.81.154.254","40.81.154.254","Azure"
"40.81.156.153/32","40.81.156.153","40.81.156.153","Azure"
"40.81.156.154/31","40.81.156.154","40.81.156.155","Azure"
"40.81.156.156/32","40.81.156.156","40.81.156.156","Azure"
"40.81.159.35/32","40.81.159.35","40.81.159.35","Azure"
"40.81.159.77/32","40.81.159.77","40.81.159.77","Azure"
"40.81.160.0/20","40.81.160.0","40.81.175.255","Azure"
"40.81.176.0/20","40.81.176.0","40.81.191.255","Azure"
"40.81.184.86/32","40.81.184.86","40.81.184.86","Azure"
"40.81.185.8/32","40.81.185.8","40.81.185.8","Azure"
"40.81.188.130/32","40.81.188.130","40.81.188.130","Azure"
"40.81.189.24/32","40.81.189.24","40.81.189.24","Azure"
"40.81.189.42/32","40.81.189.42","40.81.189.42","Azure"
"40.81.191.58/32","40.81.191.58","40.81.191.58","Azure"
"40.81.192.0/19","40.81.192.0","40.81.223.255","Azure"
"40.81.220.38/32","40.81.220.38","40.81.220.38","Azure"
"40.81.224.0/19","40.81.224.0","40.81.255.255","Azure"
"40.81.248.53/32","40.81.248.53","40.81.248.53","Azure"
"40.81.249.251/32","40.81.249.251","40.81.249.251","Azure"
"40.81.253.154/32","40.81.253.154","40.81.253.154","Azure"
"40.82.0.0/22","40.82.0.0","40.82.3.255","Azure"
"40.82.4.0/22","40.82.4.0","40.82.7.255","Azure"
"40.82.8.0/22","40.82.8.0","40.82.11.255","Azure"
"40.82.12.0/22","40.82.12.0","40.82.15.255","Azure"
"40.82.16.0/22","40.82.16.0","40.82.19.255","Azure"
"40.82.20.0/22","40.82.20.0","40.82.23.255","Azure"
"40.82.24.0/22","40.82.24.0","40.82.27.255","Azure"
"40.82.28.0/22","40.82.28.0","40.82.31.255","Azure"
"40.82.32.0/22","40.82.32.0","40.82.35.255","Azure"
"40.82.36.0/22","40.82.36.0","40.82.39.255","Azure"
"40.82.40.0/22","40.82.40.0","40.82.43.255","Azure"
"40.82.44.0/22","40.82.44.0","40.82.47.255","Azure"
"40.82.48.0/22","40.82.48.0","40.82.51.255","Azure"
"40.82.52.0/22","40.82.52.0","40.82.55.255","Azure"
"40.82.56.0/22","40.82.56.0","40.82.59.255","Azure"
